chapter_id,verse_number,verse_key,arabic_text,arabic_text_raw,turkish_text
35,3,35:3,يايها الناس اذكروا۟ نعمت الله عليكم ۚ هل من خلق غير الله يرزقكم من السماء والارض ۚ لا اله الا هو ۖ فانى توفكون,يَـٰٓأَيُّهَا ٱلنَّاسُ ٱذْكُرُوا۟ نِعْمَتَ ٱللَّهِ عَلَيْكُمْ ۚ هَلْ مِنْ خَـٰلِقٍ غَيْرُ ٱللَّهِ يَرْزُقُكُم مِّنَ ٱلسَّمَآءِ وَٱلْأَرْضِ ۚ لَآ إِلَـٰهَ إِلَّا هُوَ ۖ فَأَنَّىٰ تُؤْفَكُونَ,Ey insanlar! Allah'ın size olan nimetini anın; sizi gökten ve yerden rızıklandıran Allah'tan başka bir yaratan var mıdır? O'ndan başka tanrı yoktur. Nasıl aldatılıp da döndürülürsünüz?
35,4,35:4,وان يكذبوك فقد كذبت رسل من قبلك ۚ والى الله ترجع الامور,وَإِن يُكَذِّبُوكَ فَقَدْ كُذِّبَتْ رُسُلٌ مِّن قَبْلِكَ ۚ وَإِلَى ٱللَّهِ تُرْجَعُ ٱلْأُمُورُ,Seni yalanlıyorlarsa bil ki senden önce de nice peygamberler yalanlanmıştır. Bütün işler Allah' a döndürülür.
35,5,35:5,يايها الناس ان وعد الله حق ۖ فلا تغرنكم الحيوة الدنيا ۖ ولا يغرنكم بالله الغرور,يَـٰٓأَيُّهَا ٱلنَّاسُ إِنَّ وَعْدَ ٱللَّهِ حَقٌّ ۖ فَلَا تَغُرَّنَّكُمُ ٱلْحَيَوٰةُ ٱلدُّنْيَا ۖ وَلَا يَغُرَّنَّكُم بِٱللَّهِ ٱلْغَرُورُ,Ey insanlar! Allah'ın verdiği söz şüphesiz gerçektir; dünya hayatı sizi aldatmasın. Allah'ın affına güvendirerek şeytan sizi ayartmasın.
35,6,35:6,ان الشيطن لكم عدو فاتخذوه عدوا ۚ انما يدعوا۟ حزبهۥ ليكونوا۟ من اصحب السعير,إِنَّ ٱلشَّيْطَـٰنَ لَكُمْ عَدُوٌّ فَٱتَّخِذُوهُ عَدُوًّا ۚ إِنَّمَا يَدْعُوا۟ حِزْبَهُۥ لِيَكُونُوا۟ مِنْ أَصْحَـٰبِ ٱلسَّعِيرِ,"Şeytan şüphesiz sizin düşmanınızdır; siz de onu düşman tutun; o, kendi taraftarlarını, çılgın alevli cehennem yaranı olmaya çağırır."
35,7,35:7,الذين كفروا۟ لهم عذاب شديد ۖ والذين ءامنوا۟ وعملوا۟ الصلحت لهم مغفرة واجر كبير,ٱلَّذِينَ كَفَرُوا۟ لَهُمْ عَذَابٌ شَدِيدٌ ۖ وَٱلَّذِينَ ءَامَنُوا۟ وَعَمِلُوا۟ ٱلصَّـٰلِحَـٰتِ لَهُم مَّغْفِرَةٌ وَأَجْرٌ كَبِيرٌ,İnkar eden kimselere çetin azap vardır.
35,8,35:8,افمن زين لهۥ سوء عملهۦ فرءاه حسنا ۖ فان الله يضل من يشاء ويهدى من يشاء ۖ فلا تذهب نفسك عليهم حسرت ۚ ان الله عليمۢ بما يصنعون,أَفَمَن زُيِّنَ لَهُۥ سُوٓءُ عَمَلِهِۦ فَرَءَاهُ حَسَنًا ۖ فَإِنَّ ٱللَّهَ يُضِلُّ مَن يَشَآءُ وَيَهْدِى مَن يَشَآءُ ۖ فَلَا تَذْهَبْ نَفْسُكَ عَلَيْهِمْ حَسَرَٰتٍ ۚ إِنَّ ٱللَّهَ عَلِيمٌۢ بِمَا يَصْنَعُونَ,"Kötü işi kendisine güzel gösterilip de onu güzel gören kimse, kötülüğü hiç işlemeyene benzer mi? Şüphesiz Allah dilediğini saptırır, dilediğini de doğru yola eriştirir. Artık onlara üzülerek kendini harabetme; Allah onların yaptıklarını şüphesiz bilir."
35,9,35:9,والله الذى ارسل الريح فتثير سحابا فسقنه الى بلد ميت فاحيينا به الارض بعد موتها ۚ كذلك النشور,وَٱللَّهُ ٱلَّذِىٓ أَرْسَلَ ٱلرِّيَـٰحَ فَتُثِيرُ سَحَابًا فَسُقْنَـٰهُ إِلَىٰ بَلَدٍ مَّيِّتٍ فَأَحْيَيْنَا بِهِ ٱلْأَرْضَ بَعْدَ مَوْتِهَا ۚ كَذَٰلِكَ ٱلنُّشُورُ,"Rüzgarları gönderip de bulutları yürüten Allah'tır. Biz bulutları ölü bir yere sürüp, onunla toprağı ölümünden sonra diriltiriz. İnsanları diriltmek de böyledir."
35,10,35:10,من كان يريد العزة فلله العزة جميعا ۚ اليه يصعد الكلم الطيب والعمل الصلح يرفعهۥ ۚ والذين يمكرون السيات لهم عذاب شديد ۖ ومكر او۟ليك هو يبور,مَن كَانَ يُرِيدُ ٱلْعِزَّةَ فَلِلَّهِ ٱلْعِزَّةُ جَمِيعًا ۚ إِلَيْهِ يَصْعَدُ ٱلْكَلِمُ ٱلطَّيِّبُ وَٱلْعَمَلُ ٱلصَّـٰلِحُ يَرْفَعُهُۥ ۚ وَٱلَّذِينَ يَمْكُرُونَ ٱلسَّيِّـَٔاتِ لَهُمْ عَذَابٌ شَدِيدٌ ۖ وَمَكْرُ أُو۟لَـٰٓئِكَ هُوَ يَبُورُ,"Kudret isteyen kimse bilsin ki, kudret, bütünüyle Allah'ındır. Güzel sözler O'na yükselir, o sözleri de yararlı iş yükseltir. Kötülük yapmakta düzen kuranlara, onlara, çetin azap vardır. İşte bunların kurdukları düzenler boşa çıkar."
36,1,36:1, يس, يسٓ,"Ya, Sin."
36,2,36:2,والقرءان الحكيم,وَٱلْقُرْءَانِ ٱلْحَكِيمِ,"Kuran'ı Hakim'e and olsun ki, sen doğru yol üzere gönderilmiş peygamberlerdensin."
36,3,36:3,انك لمن المرسلين,إِنَّكَ لَمِنَ ٱلْمُرْسَلِينَ,"Kuran'ı Hakim'e and olsun ki, sen doğru yol üzere gönderilmiş peygamberlerdensin."
36,4,36:4,على صرط مستقيم,عَلَىٰ صِرَٰطٍ مُّسْتَقِيمٍ,"Kuran'ı Hakim'e and olsun ki, sen doğru yol üzere gönderilmiş peygamberlerdensin."
36,5,36:5,تنزيل العزيز الرحيم,تَنزِيلَ ٱلْعَزِيزِ ٱلرَّحِيمِ,"Bu, babaları uyarılmadığından gafil kalmış bir milleti uyarman için güçlü ve merhametli olan Allah'ın indirdiği Kuran'dır."
36,6,36:6,لتنذر قوما ما انذر ءاباوهم فهم غفلون,لِتُنذِرَ قَوْمًا مَّآ أُنذِرَ ءَابَآؤُهُمْ فَهُمْ غَـٰفِلُونَ,"Bu, babaları uyarılmadığından gafil kalmış bir milleti uyarman için güçlü ve merhametli olan Allah'ın indirdiği Kuran'dır."
36,7,36:7,لقد حق القول على اكثرهم فهم لا يومنون,لَقَدْ حَقَّ ٱلْقَوْلُ عَلَىٰٓ أَكْثَرِهِمْ فَهُمْ لَا يُؤْمِنُونَ,"And olsun ki, hüküm çoğunun aleyhine gerçekleşmiştir, bunun için artık inanmazlar."
36,8,36:8,انا جعلنا فى اعنقهم اغللا فهى الى الاذقان فهم مقمحون,إِنَّا جَعَلْنَا فِىٓ أَعْنَـٰقِهِمْ أَغْلَـٰلًا فَهِىَ إِلَى ٱلْأَذْقَانِ فَهُم مُّقْمَحُونَ,"Boyunlarına, çenelerine kadar varan demir halkalar geçirmişizdir, bunun için başları yukarı kalkıktır."
36,9,36:9,وجعلنا منۢ بين ايديهم سدا ومن خلفهم سدا فاغشينهم فهم لا يبصرون,وَجَعَلْنَا مِنۢ بَيْنِ أَيْدِيهِمْ سَدًّا وَمِنْ خَلْفِهِمْ سَدًّا فَأَغْشَيْنَـٰهُمْ فَهُمْ لَا يُبْصِرُونَ,Önlerine ve arkalarına sed çekmişizdir. Gözlerini perdelediğimizden artık göremezler.
36,10,36:10,وسواء عليهم ءانذرتهم ام لم تنذرهم لا يومنون,وَسَوَآءٌ عَلَيْهِمْ ءَأَنذَرْتَهُمْ أَمْ لَمْ تُنذِرْهُمْ لَا يُؤْمِنُونَ,"Onları uyarsan da uyarmasan da birdir, inanmazlar."
37,1,37:1, والصفت صفا, وَٱلصَّـٰٓفَّـٰتِ صَفًّا,"Sıra Sıra duran ve önlerindekini sürdükçe süren ve Allah'ı andıkça anan meleklere and olsun ki, sizin Tanrınız birdir; göklerin, yerin ve ikisi arasında bulunanların -doğuların da- Rabbidir."
37,2,37:2,فالزجرت زجرا,فَٱلزَّٰجِرَٰتِ زَجْرًا,"Sıra Sıra duran ve önlerindekini sürdükçe süren ve Allah'ı andıkça anan meleklere and olsun ki, sizin Tanrınız birdir; göklerin, yerin ve ikisi arasında bulunanların -doğuların da- Rabbidir."
37,3,37:3,فالتليت ذكرا,فَٱلتَّـٰلِيَـٰتِ ذِكْرًا,"Sıra Sıra duran ve önlerindekini sürdükçe süren ve Allah'ı andıkça anan meleklere and olsun ki, sizin Tanrınız birdir; göklerin, yerin ve ikisi arasında bulunanların -doğuların da- Rabbidir."
37,4,37:4,ان الهكم لوحد,إِنَّ إِلَـٰهَكُمْ لَوَٰحِدٌ,"Sıra Sıra duran ve önlerindekini sürdükçe süren ve Allah'ı andıkça anan meleklere and olsun ki, sizin Tanrınız birdir; göklerin, yerin ve ikisi arasında bulunanların -doğuların da- Rabbidir."
37,5,37:5,رب السموت والارض وما بينهما ورب المشرق,رَّبُّ ٱلسَّمَـٰوَٰتِ وَٱلْأَرْضِ وَمَا بَيْنَهُمَا وَرَبُّ ٱلْمَشَـٰرِقِ,"Sıra Sıra duran ve önlerindekini sürdükçe süren ve Allah'ı andıkça anan meleklere and olsun ki, sizin Tanrınız birdir; göklerin, yerin ve ikisi arasında bulunanların -doğuların da- Rabbidir."
37,6,37:6,انا زينا السماء الدنيا بزينة الكواكب,إِنَّا زَيَّنَّا ٱلسَّمَآءَ ٱلدُّنْيَا بِزِينَةٍ ٱلْكَوَاكِبِ,"Şüphesiz Biz, yakın göğü bir süsle, yıldızlarla süsledik."
37,7,37:7,وحفظا من كل شيطن مارد,وَحِفْظًا مِّن كُلِّ شَيْطَـٰنٍ مَّارِدٍ,"Onu, inatçı her türlü şeytandan koruduk."
37,8,37:8,لا يسمعون الى الملا الاعلى ويقذفون من كل جانب,لَّا يَسَّمَّعُونَ إِلَى ٱلْمَلَإِ ٱلْأَعْلَىٰ وَيُقْذَفُونَ مِن كُلِّ جَانِبٍ,Onlar yüce alemi asla dinleyemezler. Her yönden kovularak atılırlar. Onlara sürekli bir azap vardır.
37,9,37:9,دحورا ۖ ولهم عذاب واصب,دُحُورًا ۖ وَلَهُمْ عَذَابٌ وَاصِبٌ,Onlar yüce alemi asla dinleyemezler. Her yönden kovularak atılırlar. Onlara sürekli bir azap vardır.
37,10,37:10,الا من خطف الخطفة فاتبعهۥ شهاب ثاقب,إِلَّا مَنْ خَطِفَ ٱلْخَطْفَةَ فَأَتْبَعَهُۥ شِهَابٌ ثَاقِبٌ,Hele bir tek söz kapan olsun; delici bir alev onun peşine düşüverir.
38,1,38:1, ص ۚ والقرءان ذى الذكر, صٓ ۚ وَٱلْقُرْءَانِ ذِى ٱلذِّكْرِ,"Sad. Öğüt veren Kuran'a and olsun ki, inkar edenler gurur ve ayrılık içindedirler."
38,2,38:2,بل الذين كفروا۟ فى عزة وشقاق,بَلِ ٱلَّذِينَ كَفَرُوا۟ فِى عِزَّةٍ وَشِقَاقٍ,"Sad. Öğüt veren Kuran'a and olsun ki, inkar edenler gurur ve ayrılık içindedirler."
38,3,38:3,كم اهلكنا من قبلهم من قرن فنادوا۟ ولات حين مناص,كَمْ أَهْلَكْنَا مِن قَبْلِهِم مِّن قَرْنٍ فَنَادَوا۟ وَّلَاتَ حِينَ مَنَاصٍ,Onlardan önce nice nesilleri yok ettik. Feryat ediyorlardı; oysa artık kurtulma zamanı değildi.
38,4,38:4,وعجبوا۟ ان جاءهم منذر منهم ۖ وقال الكفرون هذا سحر كذاب,وَعَجِبُوٓا۟ أَن جَآءَهُم مُّنذِرٌ مِّنْهُمْ ۖ وَقَالَ ٱلْكَـٰفِرُونَ هَـٰذَا سَـٰحِرٌ كَذَّابٌ,"Aralarından bir uyarıcının gelmesine şaşmışlardı. İnkarcılar: &quot;Bu, pek yalancı bir sihirbazdır; tanrıları tek bir tanrı mı yaptı? Doğrusu bu tuhaf bir şeydir&quot; demişlerdi."
38,5,38:5,اجعل الالهة الها وحدا ۖ ان هذا لشىء عجاب,أَجَعَلَ ٱلْـَٔالِهَةَ إِلَـٰهًا وَٰحِدًا ۖ إِنَّ هَـٰذَا لَشَىْءٌ عُجَابٌ,"Aralarından bir uyarıcının gelmesine şaşmışlardı. İnkarcılar: &quot;Bu, pek yalancı bir sihirbazdır; tanrıları tek bir tanrı mı yaptı? Doğrusu bu tuhaf bir şeydir&quot; demişlerdi."
38,6,38:6,وانطلق الملا منهم ان امشوا۟ واصبروا۟ على ءالهتكم ۖ ان هذا لشىء يراد,وَٱنطَلَقَ ٱلْمَلَأُ مِنْهُمْ أَنِ ٱمْشُوا۟ وَٱصْبِرُوا۟ عَلَىٰٓ ءَالِهَتِكُمْ ۖ إِنَّ هَـٰذَا لَشَىْءٌ يُرَادُ,"Onlardan ileri gelenler: &quot;Yürüyün, tanrılarınıza bağlılıkta direnin, sizden istenen şüphesiz budur. Başka dinde de bunu işitmedik; bu ancak bir uydurmadır. Kuran, aramızda ona mı indirilmeliydi?&quot; dediler. Hayır, bunlar Kuran'ımızdan şüphededirler. Hayır, azabımızı henüz tatmamışlardır."
38,7,38:7,ما سمعنا بهذا فى الملة الاخرة ان هذا الا اختلق,مَا سَمِعْنَا بِهَـٰذَا فِى ٱلْمِلَّةِ ٱلْـَٔاخِرَةِ إِنْ هَـٰذَآ إِلَّا ٱخْتِلَـٰقٌ,"Onlardan ileri gelenler: &quot;Yürüyün, tanrılarınıza bağlılıkta direnin, sizden istenen şüphesiz budur. Başka dinde de bunu işitmedik; bu ancak bir uydurmadır. Kuran, aramızda ona mı indirilmeliydi?&quot; dediler. Hayır, bunlar Kuran'ımızdan şüphededirler. Hayır, azabımızı henüz tatmamışlardır."
38,8,38:8,اءنزل عليه الذكر منۢ بيننا ۚ بل هم فى شك من ذكرى ۖ بل لما يذوقوا۟ عذاب,أَءُنزِلَ عَلَيْهِ ٱلذِّكْرُ مِنۢ بَيْنِنَا ۚ بَلْ هُمْ فِى شَكٍّ مِّن ذِكْرِى ۖ بَل لَّمَّا يَذُوقُوا۟ عَذَابِ,"Onlardan ileri gelenler: &quot;Yürüyün, tanrılarınıza bağlılıkta direnin, sizden istenen şüphesiz budur. Başka dinde de bunu işitmedik; bu ancak bir uydurmadır. Kuran, aramızda ona mı indirilmeliydi?&quot; dediler. Hayır, bunlar Kuran'ımızdan şüphededirler. Hayır, azabımızı henüz tatmamışlardır."
38,9,38:9,ام عندهم خزاين رحمة ربك العزيز الوهاب,أَمْ عِندَهُمْ خَزَآئِنُ رَحْمَةِ رَبِّكَ ٱلْعَزِيزِ ٱلْوَهَّابِ,"Yoksa, güçlü ve çok ihsan sahibi olan Rabbinin rahmet hazineleri onların yanında mıdır?"
38,10,38:10,ام لهم ملك السموت والارض وما بينهما ۖ فليرتقوا۟ فى الاسبب,أَمْ لَهُم مُّلْكُ ٱلسَّمَـٰوَٰتِ وَٱلْأَرْضِ وَمَا بَيْنَهُمَا ۖ فَلْيَرْتَقُوا۟ فِى ٱلْأَسْبَـٰبِ,"Yahut, göklerin, yerin ve ikisi arasında bulunanların hükümranlığı onların elinde midir? Öyle ise sebeplere tevessül edip göğe yükselsinler!"
39,1,39:1, تنزيل الكتب من الله العزيز الحكيم, تَنزِيلُ ٱلْكِتَـٰبِ مِنَ ٱللَّهِ ٱلْعَزِيزِ ٱلْحَكِيمِ,"Kitap'ın indirilmesi, güçlü ve Hakim olan Allah katındandır."
39,2,39:2,انا انزلنا اليك الكتب بالحق فاعبد الله مخلصا له الدين,إِنَّآ أَنزَلْنَآ إِلَيْكَ ٱلْكِتَـٰبَ بِٱلْحَقِّ فَٱعْبُدِ ٱللَّهَ مُخْلِصًا لَّهُ ٱلدِّينَ,Biz sana Kitap'ı gerçekle indirdik. Öyle ise dini Allah için halis kılarak O'na kulluk et.
39,3,39:3,الا لله الدين الخالص ۚ والذين اتخذوا۟ من دونهۦ اولياء ما نعبدهم الا ليقربونا الى الله زلفى ان الله يحكم بينهم فى ما هم فيه يختلفون ۗ ان الله لا يهدى من هو كذب كفار,أَلَا لِلَّهِ ٱلدِّينُ ٱلْخَالِصُ ۚ وَٱلَّذِينَ ٱتَّخَذُوا۟ مِن دُونِهِۦٓ أَوْلِيَآءَ مَا نَعْبُدُهُمْ إِلَّا لِيُقَرِّبُونَآ إِلَى ٱللَّهِ زُلْفَىٰٓ إِنَّ ٱللَّهَ يَحْكُمُ بَيْنَهُمْ فِى مَا هُمْ فِيهِ يَخْتَلِفُونَ ۗ إِنَّ ٱللَّهَ لَا يَهْدِى مَنْ هُوَ كَـٰذِبٌ كَفَّارٌ,"Dikkat edin, halis din Allah'ındır; O'nu bırakıp da putlardan dostlar edinenler: &quot;Onlara, bizi Allah'a yaklaştırsınlar diye kulluk ediyoruz&quot; derler. Doğrusu Allah ayrılığa düştükleri şeylerde aralarında hüküm verecektir. Allah şüphesiz yalancı ve inkarcı kimseyi doğru yola eriştirmez."
39,4,39:4,لو اراد الله ان يتخذ ولدا لاصطفى مما يخلق ما يشاء ۚ سبحنهۥ ۖ هو الله الوحد القهار,لَّوْ أَرَادَ ٱللَّهُ أَن يَتَّخِذَ وَلَدًا لَّٱصْطَفَىٰ مِمَّا يَخْلُقُ مَا يَشَآءُ ۚ سُبْحَـٰنَهُۥ ۖ هُوَ ٱللَّهُ ٱلْوَٰحِدُ ٱلْقَهَّارُ,"Allah çocuk edinmek isteseydi, yaratıklarından dilediğini seçerdi. O münezzehtir, O; gücü her şeye yeten tek Allah'tır."
39,5,39:5,خلق السموت والارض بالحق ۖ يكور اليل على النهار ويكور النهار على اليل ۖ وسخر الشمس والقمر ۖ كل يجرى لاجل مسمى ۗ الا هو العزيز الغفر,خَلَقَ ٱلسَّمَـٰوَٰتِ وَٱلْأَرْضَ بِٱلْحَقِّ ۖ يُكَوِّرُ ٱلَّيْلَ عَلَى ٱلنَّهَارِ وَيُكَوِّرُ ٱلنَّهَارَ عَلَى ٱلَّيْلِ ۖ وَسَخَّرَ ٱلشَّمْسَ وَٱلْقَمَرَ ۖ كُلٌّ يَجْرِى لِأَجَلٍ مُّسَمًّى ۗ أَلَا هُوَ ٱلْعَزِيزُ ٱلْغَفَّـٰرُ,"Gökleri ve yeri gerçekten yaratan O'dur. Geceyi gündüze dolar, gündüzü geceye dolar. Her biri belirli bir süreye kadar yörüngelerinde yürüyen güneş ve ayı buyruk altında tutar. Dikkat edin, güçlü olan, çok bağışlayan O'dur."
39,6,39:6,خلقكم من نفس وحدة ثم جعل منها زوجها وانزل لكم من الانعم ثمنية ازوج ۚ يخلقكم فى بطون امهتكم خلقا منۢ بعد خلق فى ظلمت ثلث ۚ ذلكم الله ربكم له الملك ۖ لا اله الا هو ۖ فانى تصرفون,خَلَقَكُم مِّن نَّفْسٍ وَٰحِدَةٍ ثُمَّ جَعَلَ مِنْهَا زَوْجَهَا وَأَنزَلَ لَكُم مِّنَ ٱلْأَنْعَـٰمِ ثَمَـٰنِيَةَ أَزْوَٰجٍ ۚ يَخْلُقُكُمْ فِى بُطُونِ أُمَّهَـٰتِكُمْ خَلْقًا مِّنۢ بَعْدِ خَلْقٍ فِى ظُلُمَـٰتٍ ثَلَـٰثٍ ۚ ذَٰلِكُمُ ٱللَّهُ رَبُّكُمْ لَهُ ٱلْمُلْكُ ۖ لَآ إِلَـٰهَ إِلَّا هُوَ ۖ فَأَنَّىٰ تُصْرَفُونَ,"Sizi bir tek nefisten yaratmış, sonra ondan eşini varetmiştir; sizin için hayvanlardan sekiz çift meydana getirmiştir; sizi annelerinizin karınlarında üç türlü karanlık içinde, yaratılıştan yaratılışa geçirerek yaratmıştır; işte bu Rabbiniz olan Allah'tır. Hükümranlık O'nundur, O'ndan başka tanrı yoktur. Öyleyken nasıl olur da O'nu bırakıp başkasına yönelirsiniz?"
39,7,39:7,ان تكفروا۟ فان الله غنى عنكم ۖ ولا يرضى لعباده الكفر ۖ وان تشكروا۟ يرضه لكم ۗ ولا تزر وازرة وزر اخرى ۗ ثم الى ربكم مرجعكم فينبيكم بما كنتم تعملون ۚ انهۥ عليمۢ بذات الصدور,إِن تَكْفُرُوا۟ فَإِنَّ ٱللَّهَ غَنِىٌّ عَنكُمْ ۖ وَلَا يَرْضَىٰ لِعِبَادِهِ ٱلْكُفْرَ ۖ وَإِن تَشْكُرُوا۟ يَرْضَهُ لَكُمْ ۗ وَلَا تَزِرُ وَازِرَةٌ وِزْرَ أُخْرَىٰ ۗ ثُمَّ إِلَىٰ رَبِّكُم مَّرْجِعُكُمْ فَيُنَبِّئُكُم بِمَا كُنتُمْ تَعْمَلُونَ ۚ إِنَّهُۥ عَلِيمٌۢ بِذَاتِ ٱلصُّدُورِ,"Eğer inkar ederseniz bilin ki Allah sizden müstağnidir. Kullarının inkarından hoşnut olmaz. Eğer şükrederseniz sizden hoşnut olur. Hiçbir günahkar diğerinin günahını yüklenmez. Sonunda dönüşünüz Rabbinizedir; yaptıklarınızı o zaman size haber verir; çünkü O, kalblerde olanı bilir."
39,8,39:8,۞ واذا مس الانسن ضر دعا ربهۥ منيبا اليه ثم اذا خولهۥ نعمة منه نسى ما كان يدعوا۟ اليه من قبل وجعل لله اندادا ليضل عن سبيلهۦ ۚ قل تمتع بكفرك قليلا ۖ انك من اصحب النار,۞ وَإِذَا مَسَّ ٱلْإِنسَـٰنَ ضُرٌّ دَعَا رَبَّهُۥ مُنِيبًا إِلَيْهِ ثُمَّ إِذَا خَوَّلَهُۥ نِعْمَةً مِّنْهُ نَسِىَ مَا كَانَ يَدْعُوٓا۟ إِلَيْهِ مِن قَبْلُ وَجَعَلَ لِلَّهِ أَندَادًا لِّيُضِلَّ عَن سَبِيلِهِۦ ۚ قُلْ تَمَتَّعْ بِكُفْرِكَ قَلِيلًا ۖ إِنَّكَ مِنْ أَصْحَـٰبِ ٱلنَّارِ,"İnsanın başına bir sıkıntı gelince Rabbine yönelerek O'na yalvarır. Sonra Allah, katından bir nimet verince önceden kime yalvarmış olduğunu unutuverir; Allah'ın yolundan saptırmak için O'na eşler koşar. De ki: &quot;İnkarınla az bir müddet zevklen, şüphesiz sen cehennemliksin.&quot;"
39,9,39:9,امن هو قنت ءاناء اليل ساجدا وقايما يحذر الاخرة ويرجوا۟ رحمة ربهۦ ۗ قل هل يستوى الذين يعلمون والذين لا يعلمون ۗ انما يتذكر او۟لوا۟ الالبب,أَمَّنْ هُوَ قَـٰنِتٌ ءَانَآءَ ٱلَّيْلِ سَاجِدًا وَقَآئِمًا يَحْذَرُ ٱلْـَٔاخِرَةَ وَيَرْجُوا۟ رَحْمَةَ رَبِّهِۦ ۗ قُلْ هَلْ يَسْتَوِى ٱلَّذِينَ يَعْلَمُونَ وَٱلَّذِينَ لَا يَعْلَمُونَ ۗ إِنَّمَا يَتَذَكَّرُ أُو۟لُوا۟ ٱلْأَلْبَـٰبِ,"Geceleyin secde ederek ve ayakta durarak boyun büken, ahiretten çekinen, Rabbinin rahmetini dileyen kimse inkar eden kimse gibi olur mu? De ki: &quot;Bilenlerle bilmeyenler bir olur mu? Doğrusu ancak akıl sahipleri öğüt alırlar.&quot;"
39,10,39:10,قل يعباد الذين ءامنوا۟ اتقوا۟ ربكم ۚ للذين احسنوا۟ فى هذه الدنيا حسنة ۗ وارض الله وسعة ۗ انما يوفى الصبرون اجرهم بغير حساب,قُلْ يَـٰعِبَادِ ٱلَّذِينَ ءَامَنُوا۟ ٱتَّقُوا۟ رَبَّكُمْ ۚ لِلَّذِينَ أَحْسَنُوا۟ فِى هَـٰذِهِ ٱلدُّنْيَا حَسَنَةٌ ۗ وَأَرْضُ ٱللَّهِ وَٰسِعَةٌ ۗ إِنَّمَا يُوَفَّى ٱلصَّـٰبِرُونَ أَجْرَهُم بِغَيْرِ حِسَابٍ,"Şöyle de: &quot;Ey inanan kullarım! Rabbinize karşı gelmekten sakının; bu dünyada iyilik yapanlara iyilik vardır. Allah'ın yarattığı yeryüzü geniştir. Yalnız sabredenlere, ecirleri sonsuz olarak ödenecektir.&quot;"
40,1,40:1, حم, حمٓ,"Ha, Mim."
40,2,40:2,تنزيل الكتب من الله العزيز العليم,تَنزِيلُ ٱلْكِتَـٰبِ مِنَ ٱللَّهِ ٱلْعَزِيزِ ٱلْعَلِيمِ,"Kitap'ın indirilmesi, güçlü ve bilgin olan Allah katındandır."
40,3,40:3,غافر الذنۢب وقابل التوب شديد العقاب ذى الطول ۖ لا اله الا هو ۖ اليه المصير,غَافِرِ ٱلذَّنۢبِ وَقَابِلِ ٱلتَّوْبِ شَدِيدِ ٱلْعِقَابِ ذِى ٱلطَّوْلِ ۖ لَآ إِلَـٰهَ إِلَّا هُوَ ۖ إِلَيْهِ ٱلْمَصِيرُ,"O, günahı bağışlayan, tevbeyi kabul eden, cezası şiddetli, lütfu bol olandır. O'ndan başka tanrı yoktur, dönüş O'nadır."
40,4,40:4,ما يجدل فى ءايت الله الا الذين كفروا۟ فلا يغررك تقلبهم فى البلد,مَا يُجَـٰدِلُ فِىٓ ءَايَـٰتِ ٱللَّهِ إِلَّا ٱلَّذِينَ كَفَرُوا۟ فَلَا يَغْرُرْكَ تَقَلُّبُهُمْ فِى ٱلْبِلَـٰدِ,"Allah'ın ayetleri üzerinde, inkar edenlerden başkası tartışmaya girişmez. İnkarcıların memlekette gezip dolaşması seni aldatmasın."
40,5,40:5,كذبت قبلهم قوم نوح والاحزاب منۢ بعدهم ۖ وهمت كل امةۭ برسولهم لياخذوه ۖ وجدلوا۟ بالبطل ليدحضوا۟ به الحق فاخذتهم ۖ فكيف كان عقاب,كَذَّبَتْ قَبْلَهُمْ قَوْمُ نُوحٍ وَٱلْأَحْزَابُ مِنۢ بَعْدِهِمْ ۖ وَهَمَّتْ كُلُّ أُمَّةٍۭ بِرَسُولِهِمْ لِيَأْخُذُوهُ ۖ وَجَـٰدَلُوا۟ بِٱلْبَـٰطِلِ لِيُدْحِضُوا۟ بِهِ ٱلْحَقَّ فَأَخَذْتُهُمْ ۖ فَكَيْفَ كَانَ عِقَابِ,"Onlardan önce, Nuh milleti, ardından, peygamberlere karşı gelen topluluklar da peygamberlerini yalanlamış; her ümmet, peygamberini cezalandırmaya azmetmişti. Hakkı batılla gidermek için mücadele etmişlerdi. Bunun üzerine Ben onları yakaladım. Cezalandırmam nasılmış?"
40,6,40:6,وكذلك حقت كلمت ربك على الذين كفروا۟ انهم اصحب النار,وَكَذَٰلِكَ حَقَّتْ كَلِمَتُ رَبِّكَ عَلَى ٱلَّذِينَ كَفَرُوٓا۟ أَنَّهُمْ أَصْحَـٰبُ ٱلنَّارِ,İnkar edenlerin cehennemlik olduklarına dair Rabbinin sözü böylece gerçekleşti.
