chapter_id,chapter_name,verse_number,verse_key,arabic_text_raw,arabic_text_normalized,arabic_text_search,arabic_words,turkish_text
15,Al-Hijr,6,15:6,وَقَالُوا۟ يَـٰٓأَيُّهَا ٱلَّذِى نُزِّلَ عَلَيْهِ ٱلذِّكْرُ إِنَّكَ لَمَجْنُونٌ,وقالوا يأيها ٱلذى نزل عليه ٱلذكر إنك لمجنون,وقالوا يايها الذي نزل عليه الذكر انك لمجنون,وقالوا يايها الذي نزل عليه الذكر انك لمجنون,Onlar: &quot;Ey kendisine Kitap indirilen kimse! Sen mutlaka delisin. Doğrulardan isen melekleri bize getirsene&quot; dediler.
15,Al-Hijr,7,15:7,لَّوْ مَا تَأْتِينَا بِٱلْمَلَـٰٓئِكَةِ إِن كُنتَ مِنَ ٱلصَّـٰدِقِينَ,لو ما تأتينا بٱلملئكة إن كنت من ٱلصدقين,لو ما تاتينا بالمليكه ان كنت من الصدقين,لو ما تاتينا بالمليكه ان كنت من الصدقين,Onlar: &quot;Ey kendisine Kitap indirilen kimse! Sen mutlaka delisin. Doğrulardan isen melekleri bize getirsene&quot; dediler.
15,Al-Hijr,8,15:8,مَا نُنَزِّلُ ٱلْمَلَـٰٓئِكَةَ إِلَّا بِٱلْحَقِّ وَمَا كَانُوٓا۟ إِذًا مُّنظَرِينَ,ما ننزل ٱلملئكة إلا بٱلحق وما كانوا إذا منظرين,ما ننزل المليكه الا بالحق وما كانوا اذا منظرين,ما ننزل المليكه الا بالحق وما كانوا اذا منظرين,Biz melekleri ancak gerekince indiririz. O takdirde de ceza görecekler asla geri bırakılmazlar.
15,Al-Hijr,9,15:9,إِنَّا نَحْنُ نَزَّلْنَا ٱلذِّكْرَ وَإِنَّا لَهُۥ لَحَـٰفِظُونَ,إنا نحن نزلنا ٱلذكر وإنا له لحفظون,انا نحن نزلنا الذكر وانا له لحفظون,انا نحن نزلنا الذكر وانا له لحفظون,"Doğrusu Kitap'ı Biz indirdik, onun koruyucusu elbette Biziz."
15,Al-Hijr,10,15:10,وَلَقَدْ أَرْسَلْنَا مِن قَبْلِكَ فِى شِيَعِ ٱلْأَوَّلِينَ,ولقد أرسلنا من قبلك فى شيع ٱلأولين,ولقد ارسلنا من قبلك في شيع الاولين,ولقد ارسلنا من قبلك في شيع الاولين,"And olsun ki, senden önce çeşitli ümmetlere peygamber göndermiştik."
16,An-Nahl,1,16:1, أَتَىٰٓ أَمْرُ ٱللَّهِ فَلَا تَسْتَعْجِلُوهُ ۚ سُبْحَـٰنَهُۥ وَتَعَـٰلَىٰ عَمَّا يُشْرِكُونَ,أتى أمر ٱلله فلا تستعجلوه  سبحنه وتعلى عما يشركون,اتي امر الله فلا تستعجلوه  سبحنه وتعلي عما يشركون,اتي امر الله فلا تستعجلوه سبحنه وتعلي عما يشركون,"Allah'ın buyruğu gelecektir; acele gelmesini istemeyin, Allah, ortak koştukları şeylerden münezzehtir, yücedir."
16,An-Nahl,2,16:2,يُنَزِّلُ ٱلْمَلَـٰٓئِكَةَ بِٱلرُّوحِ مِنْ أَمْرِهِۦ عَلَىٰ مَن يَشَآءُ مِنْ عِبَادِهِۦٓ أَنْ أَنذِرُوٓا۟ أَنَّهُۥ لَآ إِلَـٰهَ إِلَّآ أَنَا۠ فَٱتَّقُونِ,ينزل ٱلملئكة بٱلروح من أمره على من يشاء من عباده أن أنذروا أنه لا إله إلا أنا فٱتقون,ينزل المليكه بالروح من امره علي من يشاء من عباده ان انذروا انه لا اله الا انا فاتقون,ينزل المليكه بالروح من امره علي من يشاء من عباده ان انذروا انه لا اله الا انا فاتقون,"Allah kullarından dilediğine buyruğunu bildirmek için meleklerini vahiyle indirerek şöyle der: &quot;İnsanları uyarın ki, Benden başka tanrı yoktur. Benden sakının.&quot;"
16,An-Nahl,3,16:3,خَلَقَ ٱلسَّمَـٰوَٰتِ وَٱلْأَرْضَ بِٱلْحَقِّ ۚ تَعَـٰلَىٰ عَمَّا يُشْرِكُونَ,خلق ٱلسموت وٱلأرض بٱلحق  تعلى عما يشركون,خلق السموت والارض بالحق  تعلي عما يشركون,خلق السموت والارض بالحق تعلي عما يشركون,Gökleri ve yeri gereğince yaratmıştır. Onların eş koştukları şeylerden yücedir.
16,An-Nahl,4,16:4,خَلَقَ ٱلْإِنسَـٰنَ مِن نُّطْفَةٍ فَإِذَا هُوَ خَصِيمٌ مُّبِينٌ,خلق ٱلإنسن من نطفة فإذا هو خصيم مبين,خلق الانسن من نطفه فاذا هو خصيم مبين,خلق الانسن من نطفه فاذا هو خصيم مبين,İnsanı nutfeden yaratmıştır. Öyleyken o nasıl da açıkça karşı koymaktadır!
16,An-Nahl,5,16:5,وَٱلْأَنْعَـٰمَ خَلَقَهَا ۗ لَكُمْ فِيهَا دِفْءٌ وَمَنَـٰفِعُ وَمِنْهَا تَأْكُلُونَ,وٱلأنعم خلقها  لكم فيها دفء ومنفع ومنها تأكلون,والانعم خلقها  لكم فيها دفء ومنفع ومنها تاكلون,والانعم خلقها لكم فيها دفء ومنفع ومنها تاكلون,Hayvanları da yaratmıştır. Onlarda sizi ısıtacak şeyler ve birçok faydalar vardır. Onların etlerini de yersiniz.
16,An-Nahl,6,16:6,وَلَكُمْ فِيهَا جَمَالٌ حِينَ تُرِيحُونَ وَحِينَ تَسْرَحُونَ,ولكم فيها جمال حين تريحون وحين تسرحون,ولكم فيها جمال حين تريحون وحين تسرحون,ولكم فيها جمال حين تريحون وحين تسرحون,"Onları getirirken de, gönderirken de zevk alırsınız."
16,An-Nahl,7,16:7,وَتَحْمِلُ أَثْقَالَكُمْ إِلَىٰ بَلَدٍ لَّمْ تَكُونُوا۟ بَـٰلِغِيهِ إِلَّا بِشِقِّ ٱلْأَنفُسِ ۚ إِنَّ رَبَّكُمْ لَرَءُوفٌ رَّحِيمٌ,وتحمل أثقالكم إلى بلد لم تكونوا بلغيه إلا بشق ٱلأنفس  إن ربكم لرءوف رحيم,وتحمل اثقالكم الي بلد لم تكونوا بلغيه الا بشق الانفس  ان ربكم لرءوف رحيم,وتحمل اثقالكم الي بلد لم تكونوا بلغيه الا بشق الانفس ان ربكم لرءوف رحيم,"Kendi kendinize zor varacağınız memleketlere, yüklerinizi taşırlar. Doğrusu Rabbiniz şefkatlidir, merhametlidir."
16,An-Nahl,8,16:8,وَٱلْخَيْلَ وَٱلْبِغَالَ وَٱلْحَمِيرَ لِتَرْكَبُوهَا وَزِينَةً ۚ وَيَخْلُقُ مَا لَا تَعْلَمُونَ,وٱلخيل وٱلبغال وٱلحمير لتركبوها وزينة  ويخلق ما لا تعلمون,والخيل والبغال والحمير لتركبوها وزينه  ويخلق ما لا تعلمون,والخيل والبغال والحمير لتركبوها وزينه ويخلق ما لا تعلمون,"Sizin için atları, katırları ve merkebleri binek ve süs hayvanı olarak yaratmıştır. Bilmediğiniz daha nice şeyleri de yaratır."
16,An-Nahl,9,16:9,وَعَلَى ٱللَّهِ قَصْدُ ٱلسَّبِيلِ وَمِنْهَا جَآئِرٌ ۚ وَلَوْ شَآءَ لَهَدَىٰكُمْ أَجْمَعِينَ,وعلى ٱلله قصد ٱلسبيل ومنها جائر  ولو شاء لهدىكم أجمعين,وعلي الله قصد السبيل ومنها جاير  ولو شاء لهديكم اجمعين,وعلي الله قصد السبيل ومنها جاير ولو شاء لهديكم اجمعين,Yolun eğri olanı da vardır. Allah dileseydi hepinizi doğru yola iletirdi.
16,An-Nahl,10,16:10,هُوَ ٱلَّذِىٓ أَنزَلَ مِنَ ٱلسَّمَآءِ مَآءً ۖ لَّكُم مِّنْهُ شَرَابٌ وَمِنْهُ شَجَرٌ فِيهِ تُسِيمُونَ,هو ٱلذى أنزل من ٱلسماء ماء  لكم منه شراب ومنه شجر فيه تسيمون,هو الذي انزل من السماء ماء  لكم منه شراب ومنه شجر فيه تسيمون,هو الذي انزل من السماء ماء لكم منه شراب ومنه شجر فيه تسيمون,Yukarıdan size su indiren O'dur. Ondan içersiniz; hayvanları otlattığınız bitkiler de onunla biter.
17,Al-Isra,1,17:1, سُبْحَـٰنَ ٱلَّذِىٓ أَسْرَىٰ بِعَبْدِهِۦ لَيْلًا مِّنَ ٱلْمَسْجِدِ ٱلْحَرَامِ إِلَى ٱلْمَسْجِدِ ٱلْأَقْصَا ٱلَّذِى بَـٰرَكْنَا حَوْلَهُۥ لِنُرِيَهُۥ مِنْ ءَايَـٰتِنَآ ۚ إِنَّهُۥ هُوَ ٱلسَّمِيعُ ٱلْبَصِيرُ,سبحن ٱلذى أسرى بعبده ليلا من ٱلمسجد ٱلحرام إلى ٱلمسجد ٱلأقصا ٱلذى بركنا حوله لنريه من ءايتنا  إنه هو ٱلسميع ٱلبصير,سبحن الذي اسري بعبده ليلا من المسجد الحرام الي المسجد الاقصا الذي بركنا حوله لنريه من ءايتنا  انه هو السميع البصير,سبحن الذي اسري بعبده ليلا من المسجد الحرام الي المسجد الاقصا الذي بركنا حوله لنريه من ءايتنا انه هو السميع البصير,"Kulunu (Muhammed'i) bir gece Mescidi Haram'dan (Mekke'den), kendisine bir kısım ayetlerimizi göstermek için, çevresini mübarek kıldığımız Mescidi Aksa'ya (Kudüs'e) götüren Allah'ın şanı yücedir. Doğrusu O, işitir ve görür."
17,Al-Isra,2,17:2,وَءَاتَيْنَا مُوسَى ٱلْكِتَـٰبَ وَجَعَلْنَـٰهُ هُدًى لِّبَنِىٓ إِسْرَٰٓءِيلَ أَلَّا تَتَّخِذُوا۟ مِن دُونِى وَكِيلًا,وءاتينا موسى ٱلكتب وجعلنه هدى لبنى إسرءيل ألا تتخذوا من دونى وكيلا,وءاتينا موسي الكتب وجعلنه هدي لبني اسرءيل الا تتخذوا من دوني وكيلا,وءاتينا موسي الكتب وجعلنه هدي لبني اسرءيل الا تتخذوا من دوني وكيلا,"Musa'ya kitap verdik. Ey Nuh'la beraber taşıyarak kurtardığımız kimselerin soyundan olanlar! Beni bırakıp başkasını vekil edinmeyesiniz diye onu İsrailoğullarına doğruluk rehberi kıldık. Doğrusu Nuh, çok şükreden bir kuldu."
17,Al-Isra,3,17:3,ذُرِّيَّةَ مَنْ حَمَلْنَا مَعَ نُوحٍ ۚ إِنَّهُۥ كَانَ عَبْدًا شَكُورًا,ذرية من حملنا مع نوح  إنه كان عبدا شكورا,ذريه من حملنا مع نوح  انه كان عبدا شكورا,ذريه من حملنا مع نوح انه كان عبدا شكورا,"Musa'ya kitap verdik. Ey Nuh'la beraber taşıyarak kurtardığımız kimselerin soyundan olanlar! Beni bırakıp başkasını vekil edinmeyesiniz diye onu İsrailoğullarına doğruluk rehberi kıldık. Doğrusu Nuh, çok şükreden bir kuldu."
17,Al-Isra,4,17:4,وَقَضَيْنَآ إِلَىٰ بَنِىٓ إِسْرَٰٓءِيلَ فِى ٱلْكِتَـٰبِ لَتُفْسِدُنَّ فِى ٱلْأَرْضِ مَرَّتَيْنِ وَلَتَعْلُنَّ عُلُوًّا كَبِيرًا,وقضينا إلى بنى إسرءيل فى ٱلكتب لتفسدن فى ٱلأرض مرتين ولتعلن علوا كبيرا,وقضينا الي بني اسرءيل في الكتب لتفسدن في الارض مرتين ولتعلن علوا كبيرا,وقضينا الي بني اسرءيل في الكتب لتفسدن في الارض مرتين ولتعلن علوا كبيرا,İsrailoğullarına Kitap'da: &quot;Doğrusu yeryüzünde iki defa bozgunculuk yapacak ve kibirlendikçe kibirleneceksiniz&quot; diye bildirdik.
17,Al-Isra,5,17:5,فَإِذَا جَآءَ وَعْدُ أُولَىٰهُمَا بَعَثْنَا عَلَيْكُمْ عِبَادًا لَّنَآ أُو۟لِى بَأْسٍ شَدِيدٍ فَجَاسُوا۟ خِلَـٰلَ ٱلدِّيَارِ ۚ وَكَانَ وَعْدًا مَّفْعُولًا,فإذا جاء وعد أولىهما بعثنا عليكم عبادا لنا أولى بأس شديد فجاسوا خلل ٱلديار  وكان وعدا مفعولا,فاذا جاء وعد اوليهما بعثنا عليكم عبادا لنا اولي باس شديد فجاسوا خلل الديار  وكان وعدا مفعولا,فاذا جاء وعد اوليهما بعثنا عليكم عبادا لنا اولي باس شديد فجاسوا خلل الديار وكان وعدا مفعولا,"&quot;Bu ikiden birincisinin vakti gelince, üzerinize pek güçlü olan kullarımızı salacağız. Onlar memleketlerinizde her köşeyi kontrollerine alacaklar. Bu, yerine gelecek bir vaaddir.&quot;"
17,Al-Isra,6,17:6,ثُمَّ رَدَدْنَا لَكُمُ ٱلْكَرَّةَ عَلَيْهِمْ وَأَمْدَدْنَـٰكُم بِأَمْوَٰلٍ وَبَنِينَ وَجَعَلْنَـٰكُمْ أَكْثَرَ نَفِيرًا,ثم رددنا لكم ٱلكرة عليهم وأمددنكم بأمول وبنين وجعلنكم أكثر نفيرا,ثم رددنا لكم الكره عليهم وامددنكم بامول وبنين وجعلنكم اكثر نفيرا,ثم رددنا لكم الكره عليهم وامددنكم بامول وبنين وجعلنكم اكثر نفيرا,&quot;Bunun ardından sizi onlara galip getireceğiz; mallar ve oğullarla size yardım edecek ve sizin sayınızı artıracağız.&quot;
17,Al-Isra,7,17:7,إِنْ أَحْسَنتُمْ أَحْسَنتُمْ لِأَنفُسِكُمْ ۖ وَإِنْ أَسَأْتُمْ فَلَهَا ۚ فَإِذَا جَآءَ وَعْدُ ٱلْـَٔاخِرَةِ لِيَسُـۥٓـُٔوا۟ وُجُوهَكُمْ وَلِيَدْخُلُوا۟ ٱلْمَسْجِدَ كَمَا دَخَلُوهُ أَوَّلَ مَرَّةٍ وَلِيُتَبِّرُوا۟ مَا عَلَوْا۟ تَتْبِيرًا,إن أحسنتم أحسنتم لأنفسكم  وإن أسأتم فلها  فإذا جاء وعد ٱلاخرة ليسوا وجوهكم وليدخلوا ٱلمسجد كما دخلوه أول مرة وليتبروا ما علوا تتبيرا,ان احسنتم احسنتم لانفسكم  وان اساتم فلها  فاذا جاء وعد الاخره ليسوا وجوهكم وليدخلوا المسجد كما دخلوه اول مره وليتبروا ما علوا تتبيرا,ان احسنتم احسنتم لانفسكم وان اساتم فلها فاذا جاء وعد الاخره ليسوا وجوهكم وليدخلوا المسجد كما دخلوه اول مره وليتبروا ما علوا تتبيرا,"İyilik ederseniz kendinize iyilik etmiş olursunuz. Kötülük ederseniz o da kendinizedir. İki vaadden ikincisinin vakti gelince, yüzünüzü üzüntüye sokmaları, kötülük yapmaları, önceden Mescid'e girdikleri gibi girmeleri, ele geçirdikleri yerleri harap etmeleri için onları tekrar göndereceğiz."
17,Al-Isra,8,17:8,عَسَىٰ رَبُّكُمْ أَن يَرْحَمَكُمْ ۚ وَإِنْ عُدتُّمْ عُدْنَا ۘ وَجَعَلْنَا جَهَنَّمَ لِلْكَـٰفِرِينَ حَصِيرًا,عسى ربكم أن يرحمكم  وإن عدتم عدنا  وجعلنا جهنم للكفرين حصيرا,عسي ربكم ان يرحمكم  وان عدتم عدنا  وجعلنا جهنم للكفرين حصيرا,عسي ربكم ان يرحمكم وان عدتم عدنا وجعلنا جهنم للكفرين حصيرا,"Umulur ki Rabbiniz size acır; ama siz dönerseniz Biz de döneriz. Cehennemi, inkarcılara bir zindan kılmışızdır."
17,Al-Isra,9,17:9,إِنَّ هَـٰذَا ٱلْقُرْءَانَ يَهْدِى لِلَّتِى هِىَ أَقْوَمُ وَيُبَشِّرُ ٱلْمُؤْمِنِينَ ٱلَّذِينَ يَعْمَلُونَ ٱلصَّـٰلِحَـٰتِ أَنَّ لَهُمْ أَجْرًا كَبِيرًا,إن هذا ٱلقرءان يهدى للتى هى أقوم ويبشر ٱلمؤمنين ٱلذين يعملون ٱلصلحت أن لهم أجرا كبيرا,ان هذا القرءان يهدي للتي هي اقوم ويبشر المومنين الذين يعملون الصلحت ان لهم اجرا كبيرا,ان هذا القرءان يهدي للتي هي اقوم ويبشر المومنين الذين يعملون الصلحت ان لهم اجرا كبيرا,"Doğrusu bu Kuran en doğru yola götürür ve yararlı iş yapan müminlere büyük ecir olduğunu, ahirete inanmayanlara can yakıcı bir azap hazırladığımızı müjdeler."
17,Al-Isra,10,17:10,وَأَنَّ ٱلَّذِينَ لَا يُؤْمِنُونَ بِٱلْـَٔاخِرَةِ أَعْتَدْنَا لَهُمْ عَذَابًا أَلِيمًا,وأن ٱلذين لا يؤمنون بٱلاخرة أعتدنا لهم عذابا أليما,وان الذين لا يومنون بالاخره اعتدنا لهم عذابا اليما,وان الذين لا يومنون بالاخره اعتدنا لهم عذابا اليما,"Doğrusu bu Kuran en doğru yola götürür ve yararlı iş yapan müminlere büyük ecir olduğunu, ahirete inanmayanlara can yakıcı bir azap hazırladığımızı müjdeler."
18,Al-Kahf,1,18:1, ٱلْحَمْدُ لِلَّهِ ٱلَّذِىٓ أَنزَلَ عَلَىٰ عَبْدِهِ ٱلْكِتَـٰبَ وَلَمْ يَجْعَل لَّهُۥ عِوَجَا ۜ,ٱلحمد لله ٱلذى أنزل على عبده ٱلكتب ولم يجعل له عوجا,الحمد لله الذي انزل علي عبده الكتب ولم يجعل له عوجا,الحمد لله الذي انزل علي عبده الكتب ولم يجعل له عوجا,"Hamd Allah'a mahsustur ki, kendi katından şiddetli bir baskını haber vermek ve yararlı iş yapan müminlere, içinde temelli kalacakları güzel bir mükafatı müjdelemek ve: &quot;Allah çocuk edindi&quot; diyenleri uyarmak için kuluna eğri bir taraf bırakmadığı dosdoğru Kitap'ı indirmiştir."
18,Al-Kahf,2,18:2,قَيِّمًا لِّيُنذِرَ بَأْسًا شَدِيدًا مِّن لَّدُنْهُ وَيُبَشِّرَ ٱلْمُؤْمِنِينَ ٱلَّذِينَ يَعْمَلُونَ ٱلصَّـٰلِحَـٰتِ أَنَّ لَهُمْ أَجْرًا حَسَنًا,قيما لينذر بأسا شديدا من لدنه ويبشر ٱلمؤمنين ٱلذين يعملون ٱلصلحت أن لهم أجرا حسنا,قيما لينذر باسا شديدا من لدنه ويبشر المومنين الذين يعملون الصلحت ان لهم اجرا حسنا,قيما لينذر باسا شديدا من لدنه ويبشر المومنين الذين يعملون الصلحت ان لهم اجرا حسنا,"Hamd Allah'a mahsustur ki, kendi katından şiddetli bir baskını haber vermek ve yararlı iş yapan müminlere, içinde temelli kalacakları güzel bir mükafatı müjdelemek ve: &quot;Allah çocuk edindi&quot; diyenleri uyarmak için kuluna eğri bir taraf bırakmadığı dosdoğru Kitap'ı indirmiştir."
18,Al-Kahf,3,18:3,مَّـٰكِثِينَ فِيهِ أَبَدًا,مكثين فيه أبدا,مكثين فيه ابدا,مكثين فيه ابدا,"Hamd Allah'a mahsustur ki, kendi katından şiddetli bir baskını haber vermek ve yararlı iş yapan müminlere, içinde temelli kalacakları güzel bir mükafatı müjdelemek ve: &quot;Allah çocuk edindi&quot; diyenleri uyarmak için kuluna eğri bir taraf bırakmadığı dosdoğru Kitap'ı indirmiştir."
18,Al-Kahf,4,18:4,وَيُنذِرَ ٱلَّذِينَ قَالُوا۟ ٱتَّخَذَ ٱللَّهُ وَلَدًا,وينذر ٱلذين قالوا ٱتخذ ٱلله ولدا,وينذر الذين قالوا اتخذ الله ولدا,وينذر الذين قالوا اتخذ الله ولدا,"Hamd Allah'a mahsustur ki, kendi katından şiddetli bir baskını haber vermek ve yararlı iş yapan müminlere, içinde temelli kalacakları güzel bir mükafatı müjdelemek ve: &quot;Allah çocuk edindi&quot; diyenleri uyarmak için kuluna eğri bir taraf bırakmadığı dosdoğru Kitap'ı indirmiştir."
18,Al-Kahf,5,18:5,مَّا لَهُم بِهِۦ مِنْ عِلْمٍ وَلَا لِـَٔابَآئِهِمْ ۚ كَبُرَتْ كَلِمَةً تَخْرُجُ مِنْ أَفْوَٰهِهِمْ ۚ إِن يَقُولُونَ إِلَّا كَذِبًا,ما لهم به من علم ولا لابائهم  كبرت كلمة تخرج من أفوههم  إن يقولون إلا كذبا,ما لهم به من علم ولا لابايهم  كبرت كلمه تخرج من افوههم  ان يقولون الا كذبا,ما لهم به من علم ولا لابايهم كبرت كلمه تخرج من افوههم ان يقولون الا كذبا,Allah'ın çocuk edindiğine dair ne kendilerinin ve ne de babalarının bir bilgisi vardır. Ağızlarından çıkan söz ne büyük iftiradır. Onlar yalnız ve yalnız yalan söylerler.
18,Al-Kahf,6,18:6,فَلَعَلَّكَ بَـٰخِعٌ نَّفْسَكَ عَلَىٰٓ ءَاثَـٰرِهِمْ إِن لَّمْ يُؤْمِنُوا۟ بِهَـٰذَا ٱلْحَدِيثِ أَسَفًا,فلعلك بخع نفسك على ءاثرهم إن لم يؤمنوا بهذا ٱلحديث أسفا,فلعلك بخع نفسك علي ءاثرهم ان لم يومنوا بهذا الحديث اسفا,فلعلك بخع نفسك علي ءاثرهم ان لم يومنوا بهذا الحديث اسفا,Bu söze inanmayanların ardından üzülerek nerdeyse kendini mahvedeceksin!
18,Al-Kahf,7,18:7,إِنَّا جَعَلْنَا مَا عَلَى ٱلْأَرْضِ زِينَةً لَّهَا لِنَبْلُوَهُمْ أَيُّهُمْ أَحْسَنُ عَمَلًا,إنا جعلنا ما على ٱلأرض زينة لها لنبلوهم أيهم أحسن عملا,انا جعلنا ما علي الارض زينه لها لنبلوهم ايهم احسن عملا,انا جعلنا ما علي الارض زينه لها لنبلوهم ايهم احسن عملا,"İnsanların hangisinin daha iyi iş işlediğini ortaya koyalım diye, yeryüzünde olan şeyleri, yeryüzünün süsü yaptık."
18,Al-Kahf,8,18:8,وَإِنَّا لَجَـٰعِلُونَ مَا عَلَيْهَا صَعِيدًا جُرُزًا,وإنا لجعلون ما عليها صعيدا جرزا,وانا لجعلون ما عليها صعيدا جرزا,وانا لجعلون ما عليها صعيدا جرزا,"Şüphesiz Biz, yeryüzünde olanları kupkuru bir toprak haline getirebiliriz."
18,Al-Kahf,9,18:9,أَمْ حَسِبْتَ أَنَّ أَصْحَـٰبَ ٱلْكَهْفِ وَٱلرَّقِيمِ كَانُوا۟ مِنْ ءَايَـٰتِنَا عَجَبًا,أم حسبت أن أصحب ٱلكهف وٱلرقيم كانوا من ءايتنا عجبا,ام حسبت ان اصحب الكهف والرقيم كانوا من ءايتنا عجبا,ام حسبت ان اصحب الكهف والرقيم كانوا من ءايتنا عجبا,Yoksa sen Mağara ve Kitap ehlini şaşılacak ayetlerimizden mi zannettin?
18,Al-Kahf,10,18:10,إِذْ أَوَى ٱلْفِتْيَةُ إِلَى ٱلْكَهْفِ فَقَالُوا۟ رَبَّنَآ ءَاتِنَا مِن لَّدُنكَ رَحْمَةً وَهَيِّئْ لَنَا مِنْ أَمْرِنَا رَشَدًا,إذ أوى ٱلفتية إلى ٱلكهف فقالوا ربنا ءاتنا من لدنك رحمة وهيئ لنا من أمرنا رشدا,اذ اوي الفتيه الي الكهف فقالوا ربنا ءاتنا من لدنك رحمه وهيي لنا من امرنا رشدا,اذ اوي الفتيه الي الكهف فقالوا ربنا ءاتنا من لدنك رحمه وهيي لنا من امرنا رشدا,"Birkaç genç mağaraya sığınmış: &quot;Rabbimiz! Katından bize rahmet ver ve işimizde doğruyu göster, bizi başarılı kıl&quot; demişlerdi."
19,Maryam,1,19:1, كٓهيعٓصٓ,كهيعص,كهيعص,كهيعص,"Kaf, Ha, Ya, Ayn, Sad."
19,Maryam,2,19:2,ذِكْرُ رَحْمَتِ رَبِّكَ عَبْدَهُۥ زَكَرِيَّآ,ذكر رحمت ربك عبده زكريا,ذكر رحمت ربك عبده زكريا,ذكر رحمت ربك عبده زكريا,"Bu, Rabbinin kulu Zekeriya'ya olan rahmetini anmadır."
19,Maryam,3,19:3,إِذْ نَادَىٰ رَبَّهُۥ نِدَآءً خَفِيًّا,إذ نادى ربه نداء خفيا,اذ نادي ربه نداء خفيا,اذ نادي ربه نداء خفيا,O Rabbine içinden yalvarmıştı.
19,Maryam,4,19:4,قَالَ رَبِّ إِنِّى وَهَنَ ٱلْعَظْمُ مِنِّى وَٱشْتَعَلَ ٱلرَّأْسُ شَيْبًا وَلَمْ أَكُنۢ بِدُعَآئِكَ رَبِّ شَقِيًّا,قال رب إنى وهن ٱلعظم منى وٱشتعل ٱلرأس شيبا ولم أكن بدعائك رب شقيا,قال رب اني وهن العظم مني واشتعل الراس شيبا ولم اكن بدعايك رب شقيا,قال رب اني وهن العظم مني واشتعل الراس شيبا ولم اكن بدعايك رب شقيا,"Şöyle demişti: &quot;Rabbim! Gerçekten kemiklerim zayıfladı, saçlarım ağardı. Rabbim! Sana yalvarmakla şimdiye kadar bedbaht olup bir şeyden mahrum kalmadım.&quot;"
19,Maryam,5,19:5,وَإِنِّى خِفْتُ ٱلْمَوَٰلِىَ مِن وَرَآءِى وَكَانَتِ ٱمْرَأَتِى عَاقِرًا فَهَبْ لِى مِن لَّدُنكَ وَلِيًّا,وإنى خفت ٱلمولى من وراءى وكانت ٱمرأتى عاقرا فهب لى من لدنك وليا,واني خفت المولي من وراءي وكانت امراتي عاقرا فهب لي من لدنك وليا,واني خفت المولي من وراءي وكانت امراتي عاقرا فهب لي من لدنك وليا,"Doğrusu, benden sonra yerime geçecek yakınlarımın iyi hareket etmeyeceklerinden korkuyorum. Karım da kısırdır. Katından bana bir oğul bağışla ki, bana ve Yakub oğullarına mirasçı olsun. Rabbim! Onun, rızanı kazanmasını da sağla.&quot;"
19,Maryam,6,19:6,يَرِثُنِى وَيَرِثُ مِنْ ءَالِ يَعْقُوبَ ۖ وَٱجْعَلْهُ رَبِّ رَضِيًّا,يرثنى ويرث من ءال يعقوب  وٱجعله رب رضيا,يرثني ويرث من ءال يعقوب  واجعله رب رضيا,يرثني ويرث من ءال يعقوب واجعله رب رضيا,"Doğrusu, benden sonra yerime geçecek yakınlarımın iyi hareket etmeyeceklerinden korkuyorum. Karım da kısırdır. Katından bana bir oğul bağışla ki, bana ve Yakub oğullarına mirasçı olsun. Rabbim! Onun, rızanı kazanmasını da sağla.&quot;"
19,Maryam,7,19:7,يَـٰزَكَرِيَّآ إِنَّا نُبَشِّرُكَ بِغُلَـٰمٍ ٱسْمُهُۥ يَحْيَىٰ لَمْ نَجْعَل لَّهُۥ مِن قَبْلُ سَمِيًّا,يزكريا إنا نبشرك بغلم ٱسمه يحيى لم نجعل له من قبل سميا,يزكريا انا نبشرك بغلم اسمه يحيي لم نجعل له من قبل سميا,يزكريا انا نبشرك بغلم اسمه يحيي لم نجعل له من قبل سميا,"Allah: &quot;Ey Zekeriya! Sana, Yahya isminde bir oğlanı müjdeliyoruz. Bu adı daha önce kimseye vermemiştik&quot; buyurdu."
19,Maryam,8,19:8,قَالَ رَبِّ أَنَّىٰ يَكُونُ لِى غُلَـٰمٌ وَكَانَتِ ٱمْرَأَتِى عَاقِرًا وَقَدْ بَلَغْتُ مِنَ ٱلْكِبَرِ عِتِيًّا,قال رب أنى يكون لى غلم وكانت ٱمرأتى عاقرا وقد بلغت من ٱلكبر عتيا,قال رب اني يكون لي غلم وكانت امراتي عاقرا وقد بلغت من الكبر عتيا,قال رب اني يكون لي غلم وكانت امراتي عاقرا وقد بلغت من الكبر عتيا,"Zekeriya: &quot;Rabbim! Karım kısır, ben de son derece kocamışken nasıl oğlum olabilir?&quot; dedi."
19,Maryam,9,19:9,قَالَ كَذَٰلِكَ قَالَ رَبُّكَ هُوَ عَلَىَّ هَيِّنٌ وَقَدْ خَلَقْتُكَ مِن قَبْلُ وَلَمْ تَكُ شَيْـًٔا,قال كذلك قال ربك هو على هين وقد خلقتك من قبل ولم تك شيا,قال كذلك قال ربك هو علي هين وقد خلقتك من قبل ولم تك شيا,قال كذلك قال ربك هو علي هين وقد خلقتك من قبل ولم تك شيا,"Allah: &quot;Rabbin böyle buyurdu; Çünkü bu bana kolaydır, nitekim sen yokken daha önce seni yaratmıştım&quot; dedi."
